150.182	252.311
150.799	248.416
151.417	251.925
152.034	250.165
152.651	250.26
153.269	252.595
153.886	252.141
154.503	252.558
155.12	251.592
155.737	252.928
156.354	252.318
156.971	252.488
157.588	251.182
158.205	251.819
158.822	249.684
159.439	248.566
160.056	252.258
160.673	251.778
161.289	250.994
161.906	251.48
162.523	250.627
163.139	249.878
163.756	250.16
164.372	252.193
164.989	252.118
165.605	251.619
166.222	251.927
166.838	253.066
167.452	253.155
168.069	250.862
168.685	252.342
169.301	252.283
169.917	253.418
170.533	254.13
171.15	252.925
171.766	252.022
172.382	255.093
172.998	253.559
173.614	254.135
174.23	255.169
174.843	255.139
175.459	254.984
176.075	254.729
176.691	254.433
177.306	254.615
177.922	255.662
178.538	256.633
179.153	256.064
179.769	256.988
180.382	255.585
180.997	256.335
181.613	255.139
182.228	256.021
182.844	255.077
183.459	255.831
184.074	252.086
184.687	256.703
185.302	256.841
185.918	258.061
186.533	258.525
187.148	259.021
187.763	259.254
188.376	257.466
188.991	259.72
189.606	258.418
190.22	259.52
190.835	258.245
191.448	257.702
192.063	259.158
192.677	258.101
193.292	259.974
193.907	260.254
194.519	259.533
195.134	258.326
195.748	259.1
196.363	261.108
196.977	260.138
197.589	259.2
198.204	261.356
198.818	259.922
199.432	260.805
200.044	259.392
200.659	261.444
201.273	261.452
201.887	262.306
202.499	263.064
203.113	263.122
203.727	261.772
204.341	246.856
204.952	261.679
205.566	264.679
206.18	263.646
206.794	264.573
207.406	265.243
208.019	266.605
208.633	265.377
209.245	266.984
209.858	265.077
210.472	266.871
211.083	267.201
211.697	268.328
212.31	267.104
212.924	271.238
213.535	270.218
214.148	272.316
214.761	273.737
215.372	274.25
215.986	275.679
216.599	275.156
217.21	277.358
217.823	276.285
218.436	282.442
219.047	283.877
219.66	284.13
220.27	287.493
220.883	291.384
221.496	292.945
222.107	295.233
222.72	296.879
223.333	298.623
223.943	299.583
224.556	300.355
225.166	300.89
225.779	301.14
226.391	300.879
227.002	301.19
227.614	301.164
228.224	300.966
228.837	300.087
229.449	299.128
230.059	298.506
230.672	296.952
231.282	294.031
231.894	294.29
232.506	292.078
233.116	290.265
233.728	288.706
234.338	286.799
234.95	285.957
235.56	287.144
236.172	284.827
236.783	285.032
237.393	282.594
238.005	281.475
238.615	282.269
239.226	280.044
239.836	279.848
240.447	278.476
241.057	278.122
241.668	279.063
242.278	278.484
242.889	278.527
243.499	276.556
244.11	278.267
244.719	277.659
245.331	277.072
245.94	276.385
246.551	276.025
247.16	227.212
247.771	274.816
248.38	277.545
248.991	276.779
249.6	278.311
250.211	278.479
250.82	278.666
251.431	278.744
252.04	278.821
252.651	278.218
253.259	277.571
253.868	278.368
254.479	277.607
255.087	279.168
255.698	278.073
256.306	279.55
256.917	278.891
257.525	277.976
258.133	279.249
258.744	277.992
259.352	279.095
259.963	275.756
260.571	279.96
261.181	280.391
261.789	279.488
262.397	277.296
263.008	279.937
263.616	279.558
264.226	280.179
264.834	280.532
265.441	281.117
266.051	279.187
266.659	274.334
267.267	280.845
267.877	279.908
268.485	280.602
269.094	280.263
269.702	279.23
270.31	280.897
270.919	281.94
271.527	280.906
272.134	281.839
272.744	282.318
273.351	281.238
273.958	281.832
274.568	282.211
275.175	282.727
275.782	283.495
276.392	282.037
276.999	281.005
277.606	284.063
278.215	282.71
278.822	280.837
279.429	284.007
280.036	284.866
280.645	283.85
281.252	284.991
281.859	285.089
282.468	284.342
283.075	284.839
283.681	283.785
284.288	285.747
284.897	285.359
285.504	284.593
286.11	286.552
286.717	285.901
287.325	285.544
287.932	277.433
288.538	285.39
289.144	285.115
289.753	285.941
290.359	285.788
290.965	287.397
291.572	287.085
292.18	287.182
292.786	285.217
293.392	287.458
293.998	287.764
294.604	287.506
295.213	285.868
295.818	287.212
296.424	287.551
297.03	287.026
297.636	286
298.244	285.272
298.85	287.734
299.455	287.76
300.061	287.642
300.667	287.809
301.275	287.179
301.88	288.606
302.486	288.479
303.091	287.551
303.696	287.841
304.302	289.185
304.909	287.579
305.515	290.323
306.12	288.512
306.725	289.616
307.33	290.21
307.936	289.376
308.541	289.274
309.146	288.932
309.753	289.23
310.358	289.659
310.963	290.575
311.568	290.187
312.173	289.332
312.778	290.831
313.383	291.185
313.987	290.839
314.592	290.384
315.199	292.196
315.804	290.198
316.408	292.259
317.013	291.497
317.617	291.546
318.222	293.744
318.826	292.66
319.431	293.035
320.035	292.812
320.64	293.343
321.244	293.17
321.848	295.17
322.452	295.586
323.057	294.707
323.661	293.546
324.265	295.528
324.869	295.074
325.473	295.312
326.077	296.078
326.683	295.908
327.287	296.465
327.891	297.312
328.495	295.673
329.099	297.055
329.703	293.826
330.306	295.797
330.91	298.181
331.514	295.022
332.117	296.671
332.721	296.821
333.322	298.844
333.926	297.254
334.529	298.624
335.133	298.975
335.736	296.658
336.339	299.241
336.943	297.434
337.546	298.333
338.149	299.185
338.752	298.338
339.356	297.86
339.959	298.325
340.562	298.304
341.165	299.441
341.768	299.988
342.371	297.341
342.974	300.493
343.577	300.694
344.177	301.239
344.78	298.356
345.383	299.288
